Name	Biografie
Fester, Emilia	Geboren am 28. April 1998 in Hildesheim ledig. 2004 bis 2008 Grundschule Moritzberg in Hildesheim; 2008 bis 2014 Robert-Bosch-Gesamtschule (RBG) in Hildesheim; 2014 bis 2015 Churchill Academy in North Somerset, England; 2014 bis 2017 Gymnasiale Oberstufe der RBG Hildesheim, Schüler*innenvertreterin der Robert-Bosch-Gesamtschule, Mitglied im Schulvorstand; 2016 Teilnahme an Exkursionsprogramm nach Lekrimuni, Tansania; 2016 Preisträgerin des Robert-Bosch-Preises für besonderes Engagement in der Kategorie Einzelpersonen; 2017 Abitur (1,3) 2014 bis 2016 Künstlerische Leitung des Jugendkollektivs SALTOKUFFchens; 2014 bis 2017 Initiation und Projektleitung der AGENDI-Reihe, jährliche Jugend-Improtheater-Workshopcamps; 2017 Mitspielerin im Theaterstück „zweikummernull“ von TheaterMatz für Kinder; 2018 Regiehospitanz bei Julia Hart; 2018 Regieassistenz bei Susanne Reifenrath und Meyer&amp;Kowski; 2017 bis 2019 Spielfilmproduzentin „SVEN“; 2018 bis 2019 Regieassistentin und Stage-Hand am Jungen Schauspielhaus Hamburg.  Seit 2016 Mitglied Bündnis 90/DIE GRÜNEN und GRÜNE JUGEND; 2016 Mitglied des GRÜNEN Ortsvorstandes in Hildesheim; 2017 Beisitzerin im Landesvorstand &amp; Wahlkampfteam (GRÜNE JUGEND Niedersachsen); 2018 Landessprecherin sowie Mitglied im Wahlkampfteam GRÜNE JUGEND Hamburg. Seit 2019 Mitglied des GRÜNEN Landesvorstandes und frauenpolitische Sprecherin in Hamburg; 2020 Mitglied der GRÜNEN Verhandlungskommission zu den Koalitionsverhandlungen Hamburg; 2020 2021 Bundestagskandidatin auf Platz 3 der GRÜNEN Landesliste Hamburg.
Fiedler, Sebastian	Geboren am 19. Juni 1973 in Herdecke evangelisch-lutherisch verheiratet ein Kind. Bis zum Abitur wohnhaft in Wetter an der Ruhr. Berufliche Tätigkeit im Landeskriminalamt NRW.
Föst, Daniel	Geboren am 10. August 1976 in Schweinfurt evangelisch verheiratet zwei Kinder. Abitur am Rhön-Gymnasium in Bad Neustadt an der Saale. Ausbildung zum Verkäufer im Möbeleinzelhandel in Hamburg. Studium der Betriebswirtschaftslehre an der Universität Passau. 1996 bis 2005 Leitung der Abteilung Marketing &amp; Communication der Opti Wohnwelt, seit 2005 selbständiger Unternehmer im Bereich Marketing und Start-Ups, Referent bei der Berufsschullehrer-Ausbildung der TU München. Ehrenamtliches Verwaltungsratsmitglied der Psychiatrischen Kliniken in Oberbayern. Seit 2005 Mitglied der FDP. 2005 bis 2009 Vorsitzender der Jungen Liberalen München, 2010 bis 2014 Vorsitzender der FDP München, seit 2013 Generalsekretär der FDP Bayern, seit 2014 Beisitzer im FDP-Bundesvorstand. 2008 bis 2013 Mitglied im Bezirkstag Oberbayern. Mitglied des Bundestages seit 2017.
Franke, Dr. Edgar	Geboren am 21. Januar 1960 in Gudensberg; evangelisch, verwitwet, zwei Kinder. Grundschule in Edermünde-Grifte; Abitur an der Albert-Schweitzer-Schule in Kassel; Zivildienst bei der Arbeiterwohlfahrt; Studium der Politik- und Rechtswissenschaften in Marburg und Gießen, 1. und 2. juristisches Staatsexamen, Promotion im  Kommunalrecht. Fachgruppenleiter „Öffentliches Recht“ beim Bundesverband der Unfallversicherungsträger der öffentlichen Hand;1996 Rektor, jetzt Professor an der Hochschule der Gesetzlichen Unfallversicherung, Bad Hersfeld; Autor zahlreicher wissenschaftlicher Veröffentlichungen, u.a. Herausgeber des Nomos-Kommentars Sozialgesetzbuch VII. Mitglied in vielen Verbänden und Vereinen, u. a. ver.di und AWO. Seit 1976 Mitglied der SPD und Mitglied in verschiedenen Parteigremien; 1985 bis 1989 Gemeindevertretung Edermünde; 1997 bis 1999 stellvertretender Stadtverordnetenvorsteher Gudensberg; 1999 bis 2009 Bürgermeister der Stadt Gudensberg; 2006 bis 2011 Verbandsversammlung LWV Hessen; seit 2001 Mitglied im Kreistag Schwalm-Eder, bis 2013 stellvertretender rechtspolitischer Sprecher, 2014 Vorsitzender des Gesundheitsausschusses; seit 2007 Bezirksvorstand und ab 2011 Schatzmeister der SPD Hessen-Nord. Mitglied des Bundestages seit 2009; seit April 2018 Beauftragter der Bundesregierung für die Anliegen von Opfern und Hinterbliebenen terrroristischer Straftaten im Inland.
Frei, Thorsten	Geboren am 8. August 1973 in Bad Säckingen; römisch-katholisch; verheiratet; drei Kinder. 1993 Abitur; 1993 bis 1994 Grundwehrdienst bei der Deutsch-Französischen Brigade; 1994 bis 1999 Studium der Rechtswissenschaften an der Universität Freiburg, 1. Staatsexamen; 1999 bis 2001 Juristisches Referendariat am Landgericht Waldshut-Tiengen, 2. Staatsexamen. 2001 bis 2002 Rechtsanwalt; 2002 bis 2004 Regierungsrat im Staatsministerium Baden-Württemberg, Persönlicher Referent des Staats- und Europaministers; 2004 bis 2013 Oberbürgermeister der Stadt Donaueschingen. 1999 bis 2004 Stadtrat und CDU-Fraktionsvorsitzender im Gemeinderat der Stadt Bad Säckingen; 2000 bis 2004 Mitglied der Verbandsversammlung des Regionalverbandes Hochrhein-Bodensee; 2001 bis 2004 Kreisvorsitzender der CDU im Landkreis Waldshut; 2006 bis 2016 Landesvorsitzender der Kommunalpolitischen Vereinigung der CDU Baden-Württemberg; seit 2007 Stellvertretender Landesvorsitzender der CDU Baden-Württemberg; 2009 bis 2019 Kreisrat und CDU-Fraktionsvorsitzender im Kreistag des Schwarzwald-Baar-Kreises. Mitglied des Deutschen Bundestages seit Oktober 2013. Seit Dezember 2018 stellvertretender Vorsitzender der CDU/CSU-Bundestagsfraktion für Recht und Verbraucherschutz, Innen, Sport und Ehrenamt, Vertriebene, Aussiedler und deutsche Minderheiten.
Fricke, Otto	Geboren am 21. November 1965 in Krefeld evangelisch verheiratet drei Kinder. 1985 Abitur; 15 Monate Bundeswehr in Deutschland und den Niederlanden; ab 1986 Studium der Rechtswissenschaften an der Albert-Ludwigs-Universität in Freiburg; 1992 erstes juristisches Staatsexamen; 1995 zweites Staatsexamen in Düsseldorf. Seither Tätigkeit als Rechtsanwalt in Krefeld-Uerdingen. Bis 2002 parlamentarischer Berater der FDP-Bundestagsfraktion in Bonn und Berlin; 2002 bis 2013 Mitglied des Deutschen Bundestages; 2009 bis 2013 Parlamentarischer Geschäftsführer und haushaltspolitischer Sprecher der FDP-Bundestagsfraktion; 2014 bis zum Beginn der 19. Wahlperiode des Deutschen Bundestages Partner der internationalen Unternehmensberatung CNC AG. Seit 2017 Mitglied des Deutschen Bundestages und haushaltspolitischer Sprecher der FDP-Bundestagsfraktion. Seit Juni 2020 Träger des Verdienstkreuzes der Bundesrepublik Deutschland am Bande.
Friedhoff, Dietmar	Geboren am 18. Juni 1966 in Hagen verheiratet drei Kinder. Ausbildung zum Funkelektroniker; Fachhochschulreife; Dipl.-Ing. Elektrotechnik. Wehrdienst bei der Fallschirmjägertruppe, aktiver Reservist bei Pz. Brg 21, Oberstleutnant d. R.; Weitere Ausbildungen und Zertifizierungen zum Gebäudesystemdesigner, Psychologischer Berater und Coach (SIC Coach uva.), Vertriebstrainer; Beruflich aktiv im Vertrieb als Key Account Manager und Vertriebsleiter, seit 2010 Vertriebstrainer in einem großen bedeutenden deutschen Unternehmen; Eintritt in die AfD März 2013, AfD Niedersachsen seit Dezember 2015, keine Partei davor; kooptiertes Mitglied im Stadtverband Neustadt am Rübenberge, Mitglied der Regionsversammlung Region Hannover, stellvertretender Fraktionsvorsitzender; Bundesdelegierter; Mitglied des Bundestages seit Oktober 2017; Mitgliedschaften und Ämter im Bundestag in der 19. Wahlperiode: Afrikapolitischer Sprecher der AfD-Fraktion, Obmann im Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung, stellv. Mitgl. im Verteidigungs- und Vermittlungsausschuss, stellv. Mitgl. Parl. Versammlung der OSZE, Landesgruppensprecher der Niedersachsen der AfD-Fraktion; stellvertretender Vorsitzender in den Parlamentariergruppen Westafrika, Deutsch-Ägyptisch, Zentralafrika, Kuratoriumsmitglied in der Deutschen Härtefallstiftung und in der Deutschen Gesellschaft für Internationale Zusammenarbeit (GIZ).
Friedrich (Hof), Dr. Hans-Peter	Geboren am 10. März 1957 in Naila; evangelisch-lutherisch; verheiratet; fünf Kinder. Abitur am Gymnasium in Naila. 15 Monate Wehrdienst. Studium der Rechtswissenschaften in München und Augsburg, 1986 2. juristisches Staatsexamen, Promotion zum Dr. jur.; Studium der Wirtschaftswissenschaften in Augsburg, 1986 Vordiplom für Diplom-Ökonomen; anschließend Studium der Volkswirtschaftslehre an der Fernuniversität Hagen. 1988 Regierungsrat im Bundesministerium für Wirtschaft, zuletzt Ministerialrat; 1991 Mitarbeiter der CDU/CSU-Bundestagsfraktion, Referent der CSU-Landesgruppe im Arbeitskreis Wirtschaft, Verkehr, Landwirtschaft, 1993 persönlicher Referent des damaligen Vorsitzenden der CSU-Landesgruppe Michael Glos. Seit 1974 Mitglied der CSU, seit 1998 Vorsitzender der Bundeswahlkreiskonferenz im Bundeswahlkreis Hof/Wunsiedel; seit 1999 stellvertretender Bezirksvorsitzender der CSU Oberfranken, seit Juli 2011 Bezirksvorsitzender der CSU Oberfranken. Seit 1998 Mitglied des Bundestages, 2005 bis 2009 als stellvertretender Vorsitzender der CDU/ CSU-Bundestagsfraktion zuständig für die Bereiche „Verkehr, Bau, Stadtentwicklung, Tourismus, Kommunalpolitik“. Von September 2009 bis März 2011 Vorsitzender der CSU-Landesgruppe im Deutschen Bundestag. 2011 bis 2013 Bundesminister des Innern, Dezember 2013 bis Februar 2014 Bundesminister für Ernährung und Landwirtschaft, Februar 2014 bis Oktober 2017 stellvertretender Vorsitzender der CDU/CSU-Fraktion im Deutschen Bundestag. Von Oktober 2017 bis Oktober 2021 Vizepräsident des Deutschen Bundestages.
Frieser, Michael	Geboren am 30. März 1964 in Nürnberg römisch-katholisch verheiratet. 1984 Abitur am Willstätter Gymnasium; Studium der Rechtswissenschaften an der Friedrich-Alexander-Universität Erlangen-Nürnberg; 1990 erstes, 1994 zweites Staatsexamen. 1993 Mitarbeiter Siemens-Zentrale Nordamerika Legal Department - New York, USA; seit 1994 Rechtsanwalt (für Gesellschafts- und Wirtschaftsrecht); 1996 bis 2009 Syndikusanwalt; 2002 bis 2016 Geschäftsführer. Vizepräsident des Deutschen Kniggebundes e.V., Nürnberg; Vizepräsident im Verband Deutscher Konzertchöre Landesverband Bayern; ehrenamtlicher Vorsitzender des Stiftungsrates der Hans und Dorothea Doleschel Stiftung; Gründungsvorstand der Fränkischen Gesellschaft für Kultur, Politik und Zeitgeschichte, Gründungsmitglied der Deutsch-Israelischen Gesellschaft Nürnberg-Mittelfranken. Seit 1980 Mitglied der CSU und der Jungen Union, 2009 bis 2018 stellvertretender Bezirksvorsitzender der CSU Nürnberg-Fürth-Schwabach und seit April 2018 Bezirksvorsitzender der CSU Nürnberg-Fürth-Schwabach; 1996 bis 2009 Stadtrat der Stadt Nürnberg; 2003 bis 2009 Fraktionsvorsitzender der CSU-Stadtratsfraktion Nürnberg; seit 2009 Mitglied des Deutschen Bundestages; 2013 bis 2017 innen- und rechtspolitischer Sprecher der CSU-Landesgruppe; 2014 bis 2015 stellvertretender Vorsitzender des 2. Untersuchungsausschusses; 2014 bis 2018 Demografiebeauftragter der CDU/CSU-Bundestagsfraktion; seit 2018 Justiziar der CDU/CSU- Bundestagsfraktion; stellvertretendes Mitglied in der Kommission des Ältestenrates für die Rechtsstellung der Abgeordneten und im Kunstbeirat.
Frohnmaier, Markus	Geboren am 25. Februar 1991 in Craiova evangelisch verheiratet ein Kind. 2001 bis 2006 Hauptschule Grafenau-Döffingen; 2006 bis 2008 Fachschule Werner-Siemens-Schule Stuttgart; 2008 bis 2011 Wirtschaftsgymnasium in Calw mit Erreichung der allgemeinen Hochschulreife; ab 2011 Studium der Rechtswissenschaften an der juristischen Fakultät der Eberhardt-Karls-Universität Tübingen. 2015 bis 2016 Assistent der Stuttgarter AfD-Stadtratsfraktion; 2016 Pressesprecher von Dr. Frauke Petry; 2017 Pressesprecher von Dr. Alice Weidel. 2013 bis 2017 Mitglied im AfD-Landesvorstand Baden-Württemberg; 2013 bis 2015 und 2016 bis 2017 Landesvorsitzender JA-Baden-Württemberg; seit 2015 Bundesvorsitzender JA Deutschland. Fördermitglied bei DRF Luftrettung.
Frömming, Dr. Götz	Veröffentlichungspflichtige Angaben für die 20. Wahlperiode liegen zurzeit nicht vor. Anzeigen nach den Verhaltensregeln für die Mitglieder des Bundestages sind gemäß § 45 Absatz 5 Abgeordnetengesetz innerhalb einer Frist von drei Monaten nach Erwerb der Mitgliedschaft im Bundestag einzureichen. Die veröffentlichungspflichtigen Angaben der Abgeordneten der 20. Wahlperiode werden nach Ablauf dieser Frist und Bearbeitung der Daten veröffentlicht. Die veröffentlichungspflichtigen Angaben der Abgeordneten der vergangenen Wahlperioden finden Sie im Archiv .
Funke, Fabian	Geboren am 25. Juli 1997 in Dresden.
Funke-Kaiser, Maximilian	Geboren am 17. August 1993 in Augsburg ledig. 2012 Abitur am Gymnasium bei St. Anna in Augsburg. 2012 bis 2016 Studium der Betriebswirtschaftslehre an der Universität Augsburg mit Abschluss Bachelor of Science. Seit 2012 Geschäftsführer RFK Immobilienverwaltung GmbH, seit 2014 Geschäftsführer FKB Funke-Kaiser Beratung GmbH, seit 2016 geschäftsführender Gesellschafter Akkurat Abrechnungsservice oHG. Seit 2013 Mitglied der Freien Demokraten (FDP) und der Jungen Liberalen e.V. Seit 2017 Landesvorsitzender der Jungen Liberalen Bayern e.V. Von 2013 bis 2021 stellvertretender Kreisvorsitzender der FDP Augsburg-Stadt, seit 2015 Mitglied des Bezirksvorstands der FDP Schwaben, seit 2017 Mitglied des Landesvorstands der FDP Bayern.
Gädechens, Ingo	Veröffentlichungspflichtige Angaben für die 20. Wahlperiode liegen zurzeit nicht vor. Anzeigen nach den Verhaltensregeln für die Mitglieder des Bundestages sind gemäß § 45 Absatz 5 Abgeordnetengesetz innerhalb einer Frist von drei Monaten nach Erwerb der Mitgliedschaft im Bundestag einzureichen. Die veröffentlichungspflichtigen Angaben der Abgeordneten der 20. Wahlperiode werden nach Ablauf dieser Frist und Bearbeitung der Daten veröffentlicht. Die veröffentlichungspflichtigen Angaben der Abgeordneten der vergangenen Wahlperioden finden Sie im Archiv .
Gambir, Schahina	Geboren am 6. Juni 1991 in Kabul. 2010 Abitur am Wilhelm-Busch-Gymnasium in Stadthagen; 2010 bis 2012 Berufsausbildung zur Veranstaltungskauffrau am Rittergut Remeringhausen; 2012 bis 2013 Tätigkeit in der Hotel- und Tourismusbranche in Ägypten (Hurghada) und auf Korfu; 2016 Bachelor of Arts an der Universität Bielefeld im Fachbereich Politikwissenschaften, Nebenfach Wirtschaftswissenschaften; 2016 bis 2021 Leiterin des Wahlkreisbüros des Landtagsabgeordneten Matthi Bolte-Richter in Bielefeld; Aktuell: Master of Arts im interdisziplinären Studiengang Gender Studies an der Universität Bielefeld; Ehrenamt: 2018 Beisitzerin im Landesvorstand der Grünen Jugend NRW; 2018 bis 2019 Sprecherin Grüne Jugend Bielefeld; 2019 bis 2021 Vorstandsvorsitzende/Sprecherin des Kreisverbands Bündnis 90/Die Grünen Bielefeld; 2021 Kandidatin zur Bundestagswahl für den Wahlkreis Minden-Lübbecke 134.
Ganserer, Tessa	Geboren am 16. Mai 1977 in Zwiesel verheiratet zwei Kinder. 1992 bis 1995 Berufsausbildung zur Forstwirtin; 1995 bis 1997 Fachabitur; 1997 bis 1998 Zivildienst an der Werkstätte für Behinderte in Regen; 1998 bis 2001 Tätigkeit im Garten- und Landschaftsbau; 2001 bis 2006 Studium der Wald- und Forstwirtschaft; 2005 bis 2013 persönliche Mitarbeiterin bei Dr. Christian Magerl, Mitglied des Landtages Bayern. Seit 1998 Mitglied bei Bündnis 90/Die Grünen; 2008 bis 2018 Bezirksvorstand Grüne Mittelfranken; seit 2013 Mitglied des Bayerischen Landtags; 2013 bis 2018 Mitglied im Ausschuss für Fragen des öffentlichen Dienstes sowie im Ausschuss für Wirtschaft und Medien, Infrastruktur, Bau und Verkehr, Energie und Technologie; 2013 bis 2018 Mitglied im Beirat beim Unternehmen Bayerische Staatsforsten; 2014 bis 2018 Mitglied in der Enquete-Kommission 'Gleichwertige Lebensverhältnisse in ganz Bayern; zuletzt stellvertretende Vorsitzende im Ausschuss für Fragen des öffentlichen Dienstes sowie queerpolitische Sprecherin der Grünen Landtagsfraktion.
Gaßner-Herz, Martin	Geboren am 16. Mai 1985 in Tuttlingen verheiratet. 2004 Abitur am Otto-Hahn-Gymnasium in Tuttlingen; Studium der Politik- und Verwaltungswissenschaften an der Universität Konstanz; Abschluss 2007 als Bachelor of Arts in Political and Administrative Science; anschließend Studium der Politikwissenschaften bis 2010 mit Abschluss als Master of Arts in Political Science an der Philipps-Universität Marburg. 2010 bis 2012 Wissenschaftlicher Mitarbeiter im Wahlkreisbüro von Sibylle Laurischk MdB; anschließend bis 2013 Freiwilliger Wehrdienst im Jgbtl. 291; danach Geschäftsführender Gesellschafter Deutsche Megaphon GbR bis 2014; seither Verwaltungsangestellter im Landratsamt Ortenaukreis. Mitglied der Jungen Liberalen mit verschiedenen Funktionen 2000 bis 2020; seit 2003 Freier Demokrat; Vorstandsfunktionen im Ortsverband Offenburg-Ried, Kreisverband Ortenau und Bezirksverband Südbaden; Mitglied im Landesvorstand Baden-Württemberg 2019 bis 2021.
Gastel, Matthias	Geboren am 26. Dezember 1970 in Stuttgart; evangelisch-lutherisch. Ausbildung zum Groß- und Außenhandelskaufmann, Ausbildung zum Altenpflegehelfer; Diplom-Sozialpädagoge (FH), Diplom-Kaufmann (FH). Verkaufs-Sachbearbeiter im Groß- und Außenhandel; zehn Jahre als Sozialpädagoge in der Jugendhilfe tätig, 2006/12 selbstständig mit einer Zeitarbeits- und Personalvermittlungsfirma für Fachkräfte im sozialen Bereich, 2012 Übergabe der Firma. Arbeit als Wirtschaftsmediator, Praxisanleiter in der Ausbildung von Erzieherinnen und Erziehern. Seit 1989 Mitglied der GRÜNEN, 1990 Mitglied Ortsvorstand der GRÜNEN in Filderstadt, Kassierer, 1990 Mitgründung der Grünen Jugend (damals GAJ) Baden-Württemberg, drei Jahre Mitglied Landesvorstand, 1991 Kreisvorstand der GRÜNEN. 1994/2014 Stadtrat in Filderstadt, 2009/13 Fraktionsvorstand., 1999/2014 Mitglied Kreistag. MdB seit Oktober 2013; Sprecher für Bahnpolitik der Fraktion Bündnis 90/Die Grünen.
Gauland, Dr. Alexander	Geboren 1941 in Chemnitz, floh 1959 in die Bundesrepublik; Abitur-Ergänzungsprüfung; Studium der Geschichte, Politik- und Rechtswissenschaften (Assessor jur.); Dissertation: Das Legitimitätsprinzip in der Staatenpraxis seit dem Wiener Kongress. Arbeit im Bundespresseamt, als Presseattaché in Edinburgh, für die CDU/CSU-Fraktion im Bundestag; organisierte als Büroleiter des Frankfurter OBs die Aufnahme Hunderter vietnamesischer Boatpeople; 1987 bis 1991 Leiter der Hessischen Staatskanzlei; bis 2005 Herausgeber und Geschäftsführer der Märkischen Allgemeinen (FAZ-Verlagsgruppe); 2013 Mitgründer und stellvertretender Sprecher der Alternative für Deutschland sowie deren Ehrenvorsitzender in Brandenburg.
Gava, Manuel	Geboren am 20. Februar 1991 in Pieve di Cadore, Italien ledig. 2001 bis 2008 IGS Obere Aar; 2008 bis 2010 Eiscafé Venezia; Dezember 2010 bis Februar 2012 Außendienstmitarbeiter Merten &amp; Pusch Eisbedarf; März 2012 bis  Februar 2019  Außendienstmitarbeiter Backring Nord E. May GmbH &amp; Co. KG; seit März 2019 Vertriebs- und Verkaufsleiter Backring Nord E. May GmbH &amp; Co. KG. Seit September 2016 Mitglied in der SPD; Oktober 2017 bis Oktober 2018 stellvertretender Vorsitzender der Jusos Osnabrück-Stadt; Oktober 2018 bis März 2019 Vorsitzender der Jusos Osnabrück-Stadt; seit Februar 2018 stellvertretender Vorsitzender des Ortsvereins Altstadt-Westerberg-Innenstadt; seit März 2019 Vorsitzender der SPD Osnabrück. Mitgliedschaften: ver.di, VfL Osnabrück, Fanszene Osnabrück e.V, Zoogesellschaft Osnabrück e.V., AWO, Bürgerverein Neustadt e.V..
